Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
"Teres setingkat nusari aman 1, bandar sri sendayan seremban",Houses,280000,3,2,1400,Seremban,"Jan 27, 21:50",https://www.mudah.my/Teres+setingkat+nusari+aman+1+bandar+sri+sendayan+seremban-88381263.htm,200.0
2 Storey Semi D Cluster Impiana Residence Bandar Baru Nilai,Houses,660000,4,3,2300,Nilai,"Jan 27, 21:45",https://www.mudah.my/2+Storey+Semi+D+Cluster+Impiana+Residence+Bandar+Baru+Nilai-85656428.htm,286.95652173913044
FULL LOAN/NONBUMI Double Storey Taman Mulia Pajam Mantin,Houses,370000,4,4,1540,Nilai,"Jan 27, 21:40",https://www.mudah.my/FULL+LOAN+NONBUMI+Double+Storey+Taman+Mulia+Pajam+Mantin-88001126.htm,240.25974025974025
[ SEAFRONT + NEGO ] Banglo Bungalow Villa Taman Tanjung Port Dickson,Houses,4300000,5,6,10453,Port Dickson,"Jan 27, 21:40",https://www.mudah.my/+SEAFRONT+NEGO+Banglo+Bungalow+Villa+Taman+Tanjung+Port+Dickson-86695477.htm,411.3651583277528
Single Storey Terrace Located in Albury 1 Mahkota Hills Lenggeng,Houses,420000,3,2,1400,Lenggeng,"Jan 27, 21:28",https://www.mudah.my/Single+Storey+Terrace+Located+in+Albury+1+Mahkota+Hills+Lenggeng-85561850.htm,300.0
Double Storey Terrace House Taman Lavender Height Senawang,Houses,465000,4,3,1625,Senawang,"Jan 27, 21:26",https://www.mudah.my/Double+Storey+Terrace+House+Taman+Lavender+Height+Senawang-85716379.htm,286.15384615384613
NEGO SAMPAI JADI OPEN FACING Teres Setingkat Taman Indah Jaya Lukut,Houses,240000,3,2,1650,Port Dickson,"Jan 27, 21:06",https://www.mudah.my/NEGO+SAMPAI+JADI+OPEN+FACING+Teres+Setingkat+Taman+Indah+Jaya+Lukut-87012973.htm,145.45454545454547
Teres 1 Tingkat Desa Cempaka NILAI,Houses,299000,3,2,1540,Nilai,"Jan 27, 21:00",https://www.mudah.my/Teres+1+Tingkat+Desa+Cempaka+NILAI-85494743.htm,194.15584415584416
[TIDAK MENGADAP RUMAH LAIN] Teres 2 Tingkat Taman Desa Indah NILAI,Houses,415000,4,3,1647,Nilai,"Jan 27, 21:00",https://www.mudah.my/+TIDAK+MENGADAP+RUMAH+LAIN+Teres+2+Tingkat+Taman+Desa+Indah+NILAI-86124481.htm,251.97328476017
CHEAP FACING PLAYGROUND NON BUMI 2 Storey Bukit Kepayang Seremban 2,Houses,395000,4,3,1530,Seremban,"Jan 27, 20:55",https://www.mudah.my/CHEAP+FACING+PLAYGROUND+NON+BUMI+2+Storey+Bukit+Kepayang+Seremban+2-87065357.htm,258.16993464052285
"[RENOVATED] Double storey [HIJAYU 1, SENDAYAN] N.Sembilan BOOKING RM1K",Houses,500000,4,4,1765,Seremban,"Jan 27, 20:49",https://www.mudah.my/+RENOVATED+Double+storey+HIJAYU+1+SENDAYAN+N+Sembilan+BOOKING+RM1K-84150754.htm,283.28611898017
"Hot Sale Vision Homes, Seremban- 1797 sqft",Houses,450000,4,3,1797,Seremban,"Jan 27, 20:28",https://www.mudah.my/Hot+Sale+Vision+Homes+Seremban+1797+sqft-88379653.htm,250.41736227045075
(CORNER LOT) Double Storey Terrace Nusari Aman Bandar Sri Sendayan,Houses,600000,4,3,3164,Seremban,"Jan 27, 19:40",https://www.mudah.my/+CORNER+LOT+Double+Storey+Terrace+Nusari+Aman+Bandar+Sri+Sendayan-88348394.htm,189.63337547408344
3385SQFT NON BUMI LOT 1 Storey Terrace Taman Liew See Joo Seremban,Houses,330000,4,3,3385,Seremban,"Jan 27, 19:20",https://www.mudah.my/3385SQFT+NON+BUMI+LOT+1+Storey+Terrace+Taman+Liew+See+Joo+Seremban-88069466.htm,97.48892171344166
Corner lot Tmn Jasmin senawang sbn,Houses,475000,4,3,2500,Senawang,"Jan 27, 18:50",https://www.mudah.my/Corner+lot+Tmn+Jasmin+senawang+sbn-88377837.htm,190.0
[FACING OPEN] Rumah Teres Setingkat Taman Jesper Jaya Seremban,Houses,250000,3,2,1680,Seremban,"Jan 27, 18:25",https://www.mudah.my/+FACING+OPEN+Rumah+Teres+Setingkat+Taman+Jesper+Jaya+Seremban-85726899.htm,148.8095238095238
"[FREEHOLD] Double Storey Terrace in Nusari Bayu, Sendayan",Houses,448000,4,4,1760,Labu,"Jan 27, 18:21",https://www.mudah.my/+FREEHOLD+Double+Storey+Terrace+in+Nusari+Bayu+Sendayan-75641571.htm,254.54545454545453
Ara sendayan cadena - ready move in house,Houses,698888,4,4,2583,Seremban,"Jan 27, 17:50",https://www.mudah.my/Ara+sendayan+cadena+ready+move+in+house-70986059.htm,270.5722028648858
"Huge 3000sf Build Up Double Storey Superlink House 24x81 , Seremban",Houses,660000,4,4,3000,Seremban,"Jan 27, 17:49",https://www.mudah.my/Huge+3000sf+Build+Up+Double+Storey+Superlink+House+24x81+Seremban-58625202.htm,220.0
Single Storey Bungalow - Taman Senawang Perdana,Houses,550000,4,2,4000,Senawang,"Jan 27, 17:30",https://www.mudah.my/Single+Storey+Bungalow+Taman+Senawang+Perdana-88376405.htm,137.5
Double Sty Bungalow - Taman Senawang Perdana For Sale,Houses,728888,6,4,4000,Senawang,"Jan 27, 17:20",https://www.mudah.my/Double+Sty+Bungalow+Taman+Senawang+Perdana+For+Sale-87088040.htm,182.222
"1 Storey Terrace Taman Cempaka, Senawang",Houses,200000,3,2,1076,Senawang,"Jan 27, 17:10",https://www.mudah.my/1+Storey+Terrace+Taman+Cempaka+Senawang-88375326.htm,185.87360594795538
Teres 2 Tingkat Lukut Port Dickson Last Unit,Houses,233000,4,3,1300,Port Dickson,"Jan 27, 17:05",https://www.mudah.my/Teres+2+Tingkat+Lukut+Port+Dickson+Last+Unit-88071910.htm,179.23076923076923
MURAH HOT AREA RENO Double Storey Taman Tasik Jaya Senawang,Houses,270000,3,2,1400,Senawang,"Jan 27, 16:48",https://www.mudah.my/MURAH+HOT+AREA+RENO+Double+Storey+Taman+Tasik+Jaya+Senawang-88375163.htm,192.85714285714286
Corner Lot - Tanah Besar- Cantik - 2 Storey Laman Delfina Nilai Impian,Houses,820000,4,4,3723,Nilai,"Jan 27, 16:48",https://www.mudah.my/Corner+Lot+Tanah+Besar+Cantik+2+Storey+Laman+Delfina+Nilai+Impian-87115061.htm,220.25248455546603
Refurnish Single Storey Link Taman Bunga Blossom Rahang Seremban,Houses,350000,3,2,1650,Seremban,"Jan 27, 16:30",https://www.mudah.my/Refurnish+Single+Storey+Link+Taman+Bunga+Blossom+Rahang+Seremban-88374513.htm,212.12121212121212
Corner 1 & Half Storey Link Taman Limau Emas Rasah Seremban,Houses,289000,3,2,6000,Seremban,"Jan 27, 16:25",https://www.mudah.my/Corner+1+Half+Storey+Link+Taman+Limau+Emas+Rasah+Seremban-88374678.htm,48.166666666666664
Corner Lot Semi Detached Aria Park Pajam N9 (Facing Bukit),Houses,850000,5,4,3900,Mantin,"Jan 27, 16:25",https://www.mudah.my/Corner+Lot+Semi+Detached+Aria+Park+Pajam+N9+Facing+Bukit+-88374475.htm,217.94871794871796
"Taman intan perdana, port Dickson",Houses,140000,3,2,1300,Port Dickson,"Jan 27, 16:15",https://www.mudah.my/Taman+intan+perdana+port+Dickson-88374127.htm,107.6923076923077
Seremban 2 Garden Homes single storey,Houses,269000,3,2,1539,Seremban,"Jan 27, 16:10",https://www.mudah.my/Seremban+2+Garden+Homes+single+storey-84858663.htm,174.78882391163094
Bulanan Rm900++Teres 2 Tingkat Baru Bandar Springhill Seremban,Houses,237000,3,2,1200,Seremban,"Jan 27, 16:10",https://www.mudah.my/Bulanan+Rm900+Teres+2+Tingkat+Baru+Bandar+Springhill+Seremban-88374358.htm,197.5
Furnish Single Storey Taman Foursea Port Dickson,Houses,300000,3,2,1540,Port Dickson,"Jan 27, 16:09",https://www.mudah.my/Furnish+Single+Storey+Taman+Foursea+Port+Dickson-88374330.htm,194.80519480519482
"Single Storey Terrace, Rasah Jaya, Seremban",Houses,330000,3,2,1400,Seremban,"Jan 27, 16:08",https://www.mudah.my/Single+Storey+Terrace+Rasah+Jaya+Seremban-86987728.htm,235.71428571428572
"2 Sty Bungalow Nilai Impian Jalan Kekwa 2, Laman Dahlia Nilai Impian",Houses,1750000,7,5,10656,Nilai,"Jan 27, 16:05",https://www.mudah.my/2+Sty+Bungalow+Nilai+Impian+Jalan+Kekwa+2+Laman+Dahlia+Nilai+Impian-88373979.htm,164.22672672672672
"Double Storey Terrace Corner Lot, Hijayu 3, Bandar Sri Sendayan, Serem",Houses,610000,4,4,3487,Seremban,"Jan 27, 16:01",https://www.mudah.my/Double+Storey+Terrace+Corner+Lot+Hijayu+3+Bandar+Sri+Sendayan+Serem-88374162.htm,174.9354746200172
"Double Storey Terrace, D'Areca, Taman Bandar Senawang, Seremban",Houses,472000,4,3,2000,Senawang,"Jan 27, 16:01",https://www.mudah.my/Double+Storey+Terrace+D+Areca+Taman+Bandar+Senawang+Seremban-87054532.htm,236.0
[CORNER LOT] FREEHOLD Double Storey Terrace Laman Delfina Nilai Impian,Houses,799000,4,4,2290,Nilai,"Jan 27, 15:50",https://www.mudah.my/+CORNER+LOT+FREEHOLD+Double+Storey+Terrace+Laman+Delfina+Nilai+Impian-85548339.htm,348.90829694323145
[RUMAH BARU LUAS] Teres 1 Tingkat Taman Sri Gading Mantin N. Sembilan,Houses,340000,3,2,1930,Mantin,"Jan 27, 15:48",https://www.mudah.my/+RUMAH+BARU+LUAS+Teres+1+Tingkat+Taman+Sri+Gading+Mantin+N+Sembilan-88373825.htm,176.1658031088083
"[BUMI LOT FREEHOLD] Double Storey Taman Nada Alam 1, Mantin Nilai",Houses,520000,4,4,2366,Mantin,"Jan 27, 15:41",https://www.mudah.my/+BUMI+LOT+FREEHOLD+Double+Storey+Taman+Nada+Alam+1+Mantin+Nilai-88373636.htm,219.78021978021977
Single storey zero lot banglow,Houses,750000,4,3,3679,Senawang,"Jan 27, 15:25",https://www.mudah.my/Single+storey+zero+lot+banglow-88289798.htm,203.85974449578688
Freehold 2storey corner lot terrace laman alamanda kota seriemas nilai,Houses,880000,5,5,2944,Nilai,"Jan 27, 15:20",https://www.mudah.my/Freehold+2storey+corner+lot+terrace+laman+alamanda+kota+seriemas+nilai-88220905.htm,298.9130434782609
"Ara Sendayan, Adira, End Lot, (30'x75'), Seremban",Houses,620000,4,4,2706,Seremban,"Jan 27, 15:13",https://www.mudah.my/Ara+Sendayan+Adira+End+Lot+30+x75+Seremban-84680025.htm,229.12047302291205
Rumah cantik [ teres 1 tingkat di tmn gadong indah berhampiran nilai,Houses,260000,3,2,1300,Nilai,"Jan 27, 15:07",https://www.mudah.my/Rumah+cantik+teres+1+tingkat+di+tmn+gadong+indah+berhampiran+nilai-86625995.htm,200.0
40x70 Corner 2 Storey Terrace Rahang Seremban,Houses,480000,4,3,2000,Seremban,"Jan 27, 15:05",https://www.mudah.my/40x70+Corner+2+Storey+Terrace+Rahang+Seremban-88372331.htm,240.0
"Teres 1 Tingkat Taman Bukit Sendayan, Sendayan Negeri Sembilan",Houses,195000,3,2,1300,Seremban,"Jan 27, 15:05",https://www.mudah.my/Teres+1+Tingkat+Taman+Bukit+Sendayan+Sendayan+Negeri+Sembilan-88372302.htm,150.0
"Brand New 2 Storey Bungalow Pinggiran Senawang , Seremban",Houses,630000,6,4,3156,Seremban,"Jan 27, 14:49",https://www.mudah.my/Brand+New+2+Storey+Bungalow+Pinggiran+Senawang+Seremban-88372260.htm,199.61977186311788
For sale,Houses,390000,4,3,1460,Seremban,"Jan 27, 14:45",https://www.mudah.my/For+sale-88371904.htm,267.1232876712329
Taman Bandar Seremban Selatan Single Storey [MURAH+RENOVATED+HIGH ROI],Houses,200000,3,2,1400,Senawang,"Jan 27, 14:45",https://www.mudah.my/Taman+Bandar+Seremban+Selatan+Single+Storey+MURAH+RENOVATED+HIGH+ROI+-88371998.htm,142.85714285714286
[Below Market Value] Freehold Big Corner 22x90 Superlink terrace house,Houses,420000,4,4,3600,Senawang,"Jan 27, 14:20",https://www.mudah.my/+Below+Market+Value+Freehold+Big+Corner+22x90+Superlink+terrace+house-88272603.htm,116.66666666666667
Single Storey Taman Desa Orkid Senawang Seremban,Houses,320000,3,2,3310,Senawang,"Jan 27, 14:10",https://www.mudah.my/Single+Storey+Taman+Desa+Orkid+Senawang+Seremban-88193786.htm,96.67673716012085
"RM900++ Rumah Teres 2 Tingkat Baru Bandar Springhill , Seremban",Houses,237000,3,2,1100,Seremban,"Jan 27, 14:09",https://www.mudah.my/RM900+Rumah+Teres+2+Tingkat+Baru+Bandar+Springhill+Seremban-87095563.htm,215.45454545454547
[SEAFRONT] Bungalow Villa Taman Tanjung Port Dickson,Houses,4300000,5,6,10453,Port Dickson,"Jan 27, 14:07",https://www.mudah.my/+SEAFRONT+Bungalow+Villa+Taman+Tanjung+Port+Dickson-88371350.htm,411.3651583277528
Single storey terrace bandar ekar rantau negeri sembilan,Houses,260000,4,2,1540,Rantau,"Jan 27, 13:35",https://www.mudah.my/Single+storey+terrace+bandar+ekar+rantau+negeri+sembilan-88370269.htm,168.83116883116884
Double storey 4b3r non bumi lot bandar springhill lukut pd n9,Houses,299000,4,3,1300,Port Dickson,"Jan 27, 13:25",https://www.mudah.my/Double+storey+4b3r+non+bumi+lot+bandar+springhill+lukut+pd+n9-84355555.htm,230.0
"Rumah Banglo Setingkat Baru Pinggiran senawang , Seremban",Houses,558000,4,2,1726,Seremban,"Jan 27, 13:10",https://www.mudah.my/Rumah+Banglo+Setingkat+Baru+Pinggiran+senawang+Seremban-87095399.htm,323.29084588644264
"For Sale : [Fully Renovated] Double Storey Taman Eka Matahari, Labu,",Houses,280000,4,3,1098,Labu,"Jan 27, 13:10",https://www.mudah.my/For+Sale+Fully+Renovated+Double+Storey+Taman+Eka+Matahari+Labu+-88369658.htm,255.00910746812386
"END LOT SINGLE STOREY TERRACE Taman Bandar Utama, Tampin, Negeri Semb",Houses,210000,4,2,1650,Tampin,"Jan 27, 13:06",https://www.mudah.my/END+LOT+SINGLE+STOREY+TERRACE+Taman+Bandar+Utama+Tampin+Negeri+Semb-88369933.htm,127.27272727272727
"CORNER LOT Teres 1 Tingkat, Taman Nyior Hijau, Seremban",Houses,320000,3,2,2777,Seremban,"Jan 27, 13:04",https://www.mudah.my/CORNER+LOT+Teres+1+Tingkat+Taman+Nyior+Hijau+Seremban-88273838.htm,115.23226503420958
"{Below Market] 2 Sty Bandar Ainsdale (Mekar) - Ainsdale, Labu",Houses,435000,4,4,1980,Labu,"Jan 27, 13:04",https://www.mudah.my/+Below+Market+2+Sty+Bandar+Ainsdale+Mekar+Ainsdale+Labu-69054078.htm,219.6969696969697
"Ready Move-In, Below Bank Value, Renovated Nada Alam 2",Houses,540000,4,4,1400,Nilai,"Jan 27, 12:43",https://www.mudah.my/Ready+Move+In+Below+Bank+Value+Renovated+Nada+Alam+2-88273360.htm,385.7142857142857
"Rezab Melayu Rumah Teres 2 Tingkat S2 Height , Seremban",Houses,400000,4,3,2100,Seremban,"Jan 27, 12:30",https://www.mudah.my/Rezab+Melayu+Rumah+Teres+2+Tingkat+S2+Height+Seremban-87110719.htm,190.47619047619048
Taman Rasah Jaya Seremban,Houses,240000,2,2,700,Seremban,"Jan 27, 12:29",https://www.mudah.my/Taman+Rasah+Jaya+Seremban-87126758.htm,342.85714285714283
Taman Matahari Indah Senawang,Houses,270000,3,2,1300,Senawang,"Jan 27, 12:25",https://www.mudah.my/Taman+Matahari+Indah+Senawang-88368957.htm,207.69230769230768
Brand New 3 Storey Semi Detached Seremban Taman Duyung,Houses,1250000,5,6,4000,Seremban,"Jan 27, 12:25",https://www.mudah.my/Brand+New+3+Storey+Semi+Detached+Seremban+Taman+Duyung-87118150.htm,312.5
Rumah Teres Setingkat Seremban Area,Houses,330000,3,2,1100,Seremban,"Jan 27, 12:25",https://www.mudah.my/Rumah+Teres+Setingkat+Seremban+Area-87109655.htm,300.0
(FREEHOLD) Double Storey Laman Mawar Kota Seriemas Nilai,Houses,490000,4,4,1400,Nilai,"Jan 27, 12:23",https://www.mudah.my/+FREEHOLD+Double+Storey+Laman+Mawar+Kota+Seriemas+Nilai-88368885.htm,350.0
(like new) end lot d'mayang sari nilai perdana,Houses,750000,4,4,1680,Nilai,"Jan 27, 12:22",https://www.mudah.my/+like+new+end+lot+d+mayang+sari+nilai+perdana-88368869.htm,446.42857142857144
"For Sale : Double Storey Taman Eka Matahari, Labu, N9",Houses,280000,4,3,1098,Labu,"Jan 27, 12:15",https://www.mudah.my/For+Sale+Double+Storey+Taman+Eka+Matahari+Labu+N9-88368291.htm,255.00910746812386
Free hold open baru 6 thn taman gading indah mantin,Houses,435000,4,3,1680,Mantin,"Jan 27, 12:10",https://www.mudah.my/Free+hold+open+baru+6+thn+taman+gading+indah+mantin-88368157.htm,258.92857142857144
2 Storey Intermediate Taman Gading Indah Mantin Negeri Sembilan,Houses,435000,4,3,1680,Mantin,"Jan 27, 12:10",https://www.mudah.my/2+Storey+Intermediate+Taman+Gading+Indah+Mantin+Negeri+Sembilan-88368204.htm,258.92857142857144
NICE UNIT Single Storey Terrace Taman Selasih Lukut Port Dickson,Houses,195000,3,2,1080,Port Dickson,"Jan 27, 12:10",https://www.mudah.my/NICE+UNIT+Single+Storey+Terrace+Taman+Selasih+Lukut+Port+Dickson-88368255.htm,180.55555555555554
"SEBIJI BANGLO , DUA RUMAH SEWA dlm satu tanah di Labu Lanjut, Nilai",Houses,560000,7,2,1116,Labu,"Jan 27, 12:05",https://www.mudah.my/SEBIJI+BANGLO+DUA+RUMAH+SEWA+dlm+satu+tanah+di+Labu+Lanjut+Nilai-88368067.htm,501.7921146953405
2 Storey Semi-D House Corner Lot Taman Nusa Intan Senawang Ampangan,Houses,770000,6,6,5618,Senawang,"Jan 27, 12:05",https://www.mudah.my/2+Storey+Semi+D+House+Corner+Lot+Taman+Nusa+Intan+Senawang+Ampangan-88368121.htm,137.05945176219296
"Seremban South ,Bandar Springhill ,Sendayan Rumah 2 Tingkat 20x65",Houses,250000,3,3,1300,Seremban,"Jan 27, 12:03",https://www.mudah.my/Seremban+South+Bandar+Springhill+Sendayan+Rumah+2+Tingkat+20x65-85898044.htm,192.30769230769232
[ FREEHOLD - 7000 sqft Land ] 2 Storey Bungalow Bukit Jed SEREMBAN,Houses,880000,5,4,7000,Seremban,"Jan 27, 11:52",https://www.mudah.my/+FREEHOLD+7000+sqft+Land+2+Storey+Bungalow+Bukit+Jed+SEREMBAN-86631382.htm,125.71428571428571
[ FREEHOLD ] Double Storey Terrace Taman Seremban 3 SEREMBAN,Houses,450000,4,3,1650,Seremban,"Jan 27, 11:50",https://www.mudah.my/+FREEHOLD+Double+Storey+Terrace+Taman+Seremban+3+SEREMBAN-86933972.htm,272.72727272727275
[22×85 with Kitchen Cabinet] 2 Storey Superlink RESORT HOMES Sendayan,Houses,670000,4,4,2833,Seremban,"Jan 27, 11:49",https://www.mudah.my/+22+85+with+Kitchen+Cabinet+2+Storey+Superlink+RESORT+HOMES+Sendayan-87118596.htm,236.49841157783268
NEW UNIT 2 Storey Semi D House Taman Kayangan Pelangi Heights Mantin,Houses,690000,4,3,2520,Mantin,"Jan 27, 11:49",https://www.mudah.my/NEW+UNIT+2+Storey+Semi+D+House+Taman+Kayangan+Pelangi+Heights+Mantin-88367972.htm,273.8095238095238
"Single Storey Taman Gadong Jaya, Labu, Seremban N9",Houses,225000,3,2,1300,Seremban,"Jan 27, 11:40",https://www.mudah.my/Single+Storey+Taman+Gadong+Jaya+Labu+Seremban+N9-88206486.htm,173.07692307692307
FOR SALE Double Storey Terrace Taman Seremban 3 [ FREEHOLD ],Houses,450000,4,3,1760,Seremban,"Jan 27, 11:40",https://www.mudah.my/FOR+SALE+Double+Storey+Terrace+Taman+Seremban+3+FREEHOLD+-88060719.htm,255.6818181818182
Rumah Baru || Gated & Guard || Laman Orkid at Nilai impian,Houses,480000,3,4,1921,Nilai,"Jan 27, 11:34",https://www.mudah.my/Rumah+Baru+Gated+Guard+Laman+Orkid+at+Nilai+impian-85640232.htm,249.86985944820407
Teres 2 Tingkat || Murah || Mawar Qaseh || Nilai,Houses,480000,4,4,1650,Nilai,"Jan 27, 11:34",https://www.mudah.my/Teres+2+Tingkat+Murah+Mawar+Qaseh+Nilai-85640224.htm,290.90909090909093
Park Residence 2 Sty Terrace Springhill+ OPEN FACING,Houses,400000,4,3,1430,Port Dickson,"Jan 27, 11:33",https://www.mudah.my/Park+Residence+2+Sty+Terrace+Springhill+OPEN+FACING-84061658.htm,279.72027972027973
Taman Seremban Jaya,Houses,340000,4,3,1539,Senawang,"Jan 27, 11:30",https://www.mudah.my/Taman+Seremban+Jaya-88215911.htm,220.92267706302795
22x75 Kepayang Residence Taman Bukit Kepayang Seremban S2 Labu Oakland,Houses,620000,4,3,1650,Seremban,"Jan 27, 11:30",https://www.mudah.my/22x75+Kepayang+Residence+Taman+Bukit+Kepayang+Seremban+S2+Labu+Oakland-88367217.htm,375.75757575757575
Single storey sendayan seremban,Houses,250000,3,2,1400,Seremban,"Jan 27, 11:28",https://www.mudah.my/Single+storey+sendayan+seremban-88367465.htm,178.57142857142858
Double storey bungalow at PD villa Country Resort,Houses,650000,3,3,7700,Port Dickson,"Jan 27, 11:27",https://www.mudah.my/Double+storey+bungalow+at+PD+villa+Country+Resort-88367453.htm,84.41558441558442
Double storey intermediate terrace house at tmn mutiara galla,Houses,300000,4,2,1300,Seremban,"Jan 27, 11:25",https://www.mudah.my/Double+storey+intermediate+terrace+house+at+tmn+mutiara+galla-82835316.htm,230.76923076923077
Taman Saujana Tropika Seremban 2,Houses,550000,4,3,1400,Seremban,"Jan 27, 11:25",https://www.mudah.my/Taman+Saujana+Tropika+Seremban+2-85043707.htm,392.85714285714283
Taman Pulai Villa,Houses,460000,4,3,1540,Seremban,"Jan 27, 11:21",https://www.mudah.my/Taman+Pulai+Villa-85079480.htm,298.7012987012987
"2 Storey Taman Saujana Indah, [SUMMER Type] S2 Heights Seremban 2",Houses,515000,4,3,1846,Seremban,"Jan 27, 11:21",https://www.mudah.my/2+Storey+Taman+Saujana+Indah+SUMMER+Type+S2+Heights+Seremban+2-86643926.htm,278.9815817984832
Taman pulai impian,Houses,445000,4,3,1400,Seremban,"Jan 27, 11:21",https://www.mudah.my/Taman+pulai+impian-85350177.htm,317.85714285714283
Taman Seremban 3,Houses,300000,3,2,1300,Seremban,"Jan 27, 11:21",https://www.mudah.my/Taman+Seremban+3-86975522.htm,230.76923076923077
Bungalow PD Villa l (Port Dickson) Negeri Sembilan,Houses,700000,4,3,6000,Port Dickson,"Jan 27, 11:21",https://www.mudah.my/Bungalow+PD+Villa+l+Port+Dickson+Negeri+Sembilan-85704991.htm,116.66666666666667
RUMAH CANTIK BELOW MV NON BUMI Double Storey Taman Tasik Jaya Senawang,Houses,420000,4,3,2077,Senawang,"Jan 27, 11:10",https://www.mudah.my/RUMAH+CANTIK+BELOW+MV+NON+BUMI+Double+Storey+Taman+Tasik+Jaya+Senawang-88367042.htm,202.21473278767454
Taman Senimas Kuala Pilah,Houses,438000,4,2,6000,Kuala Pilah,"Jan 27, 11:06",https://www.mudah.my/Taman+Senimas+Kuala+Pilah-88366952.htm,73.0
"Near AEON nilai, D'Mayang Sari, Nilai",Houses,750000,4,4,2290,Nilai,"Jan 27, 11:00",https://www.mudah.my/Near+AEON+nilai+D+Mayang+Sari+Nilai-88191480.htm,327.51091703056767
Double storey saujana indah s2 heights seremban 2,Houses,520000,4,4,2200,Seremban,"Jan 27, 10:55",https://www.mudah.my/Double+storey+saujana+indah+s2+heights+seremban+2-88366288.htm,236.36363636363637
"Mantin, Taman Desa Pinggiran Bayu",Houses,240000,3,2,883,Mantin,"Jan 27, 10:48",https://www.mudah.my/Mantin+Taman+Desa+Pinggiran+Bayu-86969112.htm,271.80067950169877
"2 Storey Taman Desa Indah, Nilai(renovated and extended)",Houses,520000,5,3,1800,Nilai,"Jan 27, 10:40",https://www.mudah.my/2+Storey+Taman+Desa+Indah+Nilai+renovated+and+extended+-86905064.htm,288.8888888888889
2 Storey Intermediate Taman Gading Indah Mantin,Houses,435000,4,3,1680,Mantin,"Jan 27, 10:29",https://www.mudah.my/2+Storey+Intermediate+Taman+Gading+Indah+Mantin-88366022.htm,258.92857142857144
"[Corner Lot] 1 Storey, Taman NUSA INTAN, SENAWANG[BIG EXTRA LAND]",Houses,400000,4,2,3611,Senawang,"Jan 27, 10:26",https://www.mudah.my/+Corner+Lot+1+Storey+Taman+NUSA+INTAN+SENAWANG+BIG+EXTRA+LAND+-86906220.htm,110.77263915812794
"Taman Nusari Aman 2, Sendayan",Houses,440000,4,3,2300,Seremban,"Jan 27, 10:05",https://www.mudah.my/Taman+Nusari+Aman+2+Sendayan-88234522.htm,191.30434782608697
2 storey terrace idaman bayu 2 bdr sri sendayan seremban,Houses,495000,4,3,1650,Seremban,"Jan 27, 09:59",https://www.mudah.my/2+storey+terrace+idaman+bayu+2+bdr+sri+sendayan+seremban-87074850.htm,300.0
Rahang Seremban Double Storey Corner 40x70,Houses,465000,4,3,2800,Seremban,"Jan 27, 09:55",https://www.mudah.my/Rahang+Seremban+Double+Storey+Corner+40x70-88315258.htm,166.07142857142858
MCO Special 2 Storey Intermeduate Perdana College Height,Houses,488000,4,3,1200,Mantin,"Jan 27, 09:55",https://www.mudah.my/MCO+Special+2+Storey+Intermeduate+Perdana+College+Height-88364921.htm,406.6666666666667
Double Storey Corner Lot Taman Bukit Kepayang Seremban Labu Sendayan,Houses,500000,4,3,3200,Seremban,"Jan 27, 09:50",https://www.mudah.my/Double+Storey+Corner+Lot+Taman+Bukit+Kepayang+Seremban+Labu+Sendayan-88364857.htm,156.25
